Trajectory,Reward,DateTime,Flag
270,99.65312,2024-06-17 15:23:14.422884,True
271,99.55387,2024-06-17 15:23:14.422884,True
272,77.41942,2024-06-17 15:23:14.422884,True
273,113.80097,2024-06-17 15:23:14.422884,True
274,97.16867,2024-06-17 15:23:14.422884,True
275,13.65567,2024-06-17 15:23:14.422884,True
276,94.12407,2024-06-17 15:23:14.422884,True
277,491.67834,2024-06-17 15:23:14.422884,True
278,98.01897,2024-06-17 15:23:14.422884,True
279,72.54167,2024-06-17 15:23:14.422884,True
280,89.38132,2024-06-17 15:23:14.422884,True
281,44.98412,2024-06-17 15:23:14.422884,True
282,120.94927,2024-06-17 15:23:14.422884,True
283,135.47062,2024-06-17 15:23:14.422884,True
284,123.94882,2024-06-17 15:23:14.422884,True
285,668.06683,2024-06-17 15:23:14.422884,True
286,92.01627,2024-06-17 15:23:14.422884,True
287,99.59417,2024-06-17 15:23:14.422884,True
288,92.01627,2024-06-17 15:23:14.422884,True
289,19.88657,2024-06-17 15:23:14.422884,True
290,72.54167,2024-06-17 15:23:14.422884,True
291,-28.71458,2024-06-17 15:23:14.422884,True
292,82.44137,2024-06-17 15:23:14.422884,True
293,117.08517,2024-06-17 15:23:14.422884,True
294,139.29767,2024-06-17 15:23:14.422884,True
295,436.04554,2024-06-17 15:23:14.422884,True
296,543.65136,2024-06-17 15:23:14.422884,True
297,556.91902,2024-06-17 15:23:14.422884,True
298,100.21327,2024-06-17 15:23:14.422884,True
299,93.11652,2024-06-17 15:23:14.422884,True
300,130.38427,2024-06-17 15:23:14.422884,True
301,521.52779,2024-06-17 15:23:14.422884,True
302,72.54167,2024-06-17 15:23:14.422884,True
303,134.70287,2024-06-17 15:23:14.422884,True
304,127.81742,2024-06-17 15:23:14.422884,True
305,135.89497,2024-06-17 15:23:14.422884,True
306,-54.04373,2024-06-17 15:23:14.422884,True
307,97.31862,2024-06-17 15:23:14.422884,True
308,562.50708,2024-06-17 15:23:14.422884,True
309,523.68696,2024-06-17 15:23:14.422884,True
310,123.05032,2024-06-17 15:23:14.422884,True
311,656.19296,2024-06-17 15:23:14.422884,True
312,565.09698,2024-06-17 15:23:14.422884,True
313,484.08712,2024-06-17 15:23:14.422884,True
314,553.81344,2024-06-17 15:23:14.422884,True
315,223.05574,2024-06-17 15:23:14.422884,True
316,524.84911,2024-06-17 15:23:14.422884,True
317,484.46191,2024-06-17 15:23:14.422884,True
318,584.77527,2024-06-17 15:23:14.422884,True
319,90.54857,2024-06-17 15:23:14.422884,True
320,432.03055,2024-06-17 15:23:14.422884,True
321,597.49304,2024-06-17 15:23:14.422884,True
322,669.67146,2024-06-17 15:23:14.422884,True
323,523.45927,2024-06-17 15:23:14.422884,True
324,98.33967,2024-06-17 15:23:14.422884,True
325,390.54743,2024-06-17 15:23:14.422884,True
326,621.69905,2024-06-17 15:23:14.422884,True
327,107.70767,2024-06-17 15:23:14.422884,True
328,520.31638,2024-06-17 15:23:14.422884,True
329,611.23374,2024-06-17 15:23:14.422884,True
330,520.89523,2024-06-17 15:23:14.422884,True
331,553.58873,2024-06-17 15:23:14.422884,True
332,539.88985,2024-06-17 15:23:14.422884,True
333,537.36603,2024-06-17 15:23:14.422884,True
334,648.98393,2024-06-17 15:23:14.422884,True
335,780.21943,2024-06-17 15:23:14.422884,True
336,-110.32573,2024-06-17 15:23:14.422884,True
337,473.49401,2024-06-17 15:23:14.422884,True
338,102.88347,2024-06-17 15:23:14.422884,True
339,643.09871,2024-06-17 15:23:14.422884,True
340,179.54888,2024-06-17 15:23:14.422884,True
341,508.72781,2024-06-17 15:23:14.422884,True
342,208.81646,2024-06-17 15:23:14.422884,True
343,633.96316,2024-06-17 15:23:14.422884,True
344,361.81642,2024-06-17 15:23:14.422884,True
345,611.75371,2024-06-17 15:23:14.422884,True
346,370.11834,2024-06-17 15:23:14.422884,True
347,431.91955,2024-06-17 15:23:14.422884,True
348,275.92318,2024-06-17 15:23:14.422884,True
349,425.97824,2024-06-17 15:23:14.422884,True
350,302.99335,2024-06-17 15:23:14.422884,True
351,501.77937,2024-06-17 15:23:14.422884,True
352,598.55187,2024-06-17 15:23:14.422884,True
353,521.71872,2024-06-17 15:23:14.422884,True
354,776.86841,2024-06-17 15:23:14.422884,True
355,506.24244,2024-06-17 15:23:14.422884,True
356,649.36526,2024-06-17 15:23:14.422884,True
357,474.48070,2024-06-17 15:23:14.422884,True
358,504.88703,2024-06-17 15:23:14.422884,True
359,163.91967,2024-06-17 15:23:14.422884,True
360,450.70063,2024-06-17 15:23:14.422884,True
361,326.22435,2024-06-17 15:23:14.422884,True
362,660.76568,2024-06-17 15:23:14.422884,True
363,449.11212,2024-06-17 15:23:14.422884,True
364,583.56195,2024-06-17 15:23:14.422884,True
365,522.47013,2024-06-17 15:23:14.422884,True
366,596.57644,2024-06-17 15:23:14.422884,True
367,608.84911,2024-06-17 15:23:14.422884,True
368,568.08747,2024-06-17 15:23:14.422884,True
369,667.52002,2024-06-17 15:23:14.422884,True
370,181.62240,2024-06-17 15:23:14.422884,True
371,439.77211,2024-06-17 15:23:14.422884,True
372,694.93812,2024-06-17 15:23:14.422884,True
373,83.22267,2024-06-17 15:23:14.422884,True
374,176.24167,2024-06-17 15:23:14.422884,True
375,232.14127,2024-06-17 15:23:14.422884,True
376,505.20592,2024-06-17 15:23:14.422884,True
377,496.43151,2024-06-17 15:23:14.422884,True
378,553.87971,2024-06-17 15:23:14.422884,True
379,354.76321,2024-06-17 15:23:14.422884,True
380,40.27754,2024-06-17 15:23:14.422884,True
381,573.35605,2024-06-17 15:23:14.422884,True
382,711.44137,2024-06-17 15:23:14.422884,True
383,653.48509,2024-06-17 15:23:14.422884,True
384,649.61272,2024-06-17 15:23:14.422884,True
385,213.35798,2024-06-17 15:23:14.422884,True
386,169.83957,2024-06-17 15:23:14.422884,True
387,542.79973,2024-06-17 15:23:14.422884,True
388,532.83872,2024-06-17 15:23:14.422884,True
389,650.11650,2024-06-17 15:23:14.422884,True
390,391.72693,2024-06-17 15:23:14.422884,True
391,727.48411,2024-06-17 15:23:14.422884,True
392,685.56622,2024-06-17 15:23:14.422884,True
393,357.73464,2024-06-17 15:23:14.422884,True
394,641.23798,2024-06-17 15:23:14.422884,True
395,616.19832,2024-06-17 15:23:14.422884,True
396,239.69628,2024-06-17 15:23:14.422884,True
397,262.82226,2024-06-17 15:23:14.422884,True
398,196.45283,2024-06-17 15:23:14.422884,True
399,236.68805,2024-06-17 15:23:14.422884,True
400,484.21442,2024-06-17 15:23:14.422884,True
401,593.51667,2024-06-17 15:23:14.422884,True
402,316.90948,2024-06-17 15:23:14.422884,True
403,633.66199,2024-06-17 15:23:14.422884,True
404,465.09944,2024-06-17 15:23:14.422884,True
405,633.53604,2024-06-17 15:23:14.422884,True
406,608.73493,2024-06-17 15:23:14.422884,True
407,473.39112,2024-06-17 15:23:14.422884,True
408,587.33821,2024-06-17 15:23:14.422884,True
409,267.31513,2024-06-17 15:23:14.422884,True
410,621.42584,2024-06-17 15:23:14.422884,True
411,433.73431,2024-06-17 15:23:14.422884,True
412,606.90675,2024-06-17 15:23:14.422884,True
413,567.81552,2024-06-17 15:23:14.422884,True
414,414.65882,2024-06-17 15:23:14.422884,True
415,568.53091,2024-06-17 15:23:14.422884,True
416,598.93893,2024-06-17 15:23:14.422884,True
417,585.26488,2024-06-17 15:23:14.422884,True
418,496.86519,2024-06-17 15:23:14.422884,True
419,196.14146,2024-06-17 15:23:14.422884,True
420,388.52707,2024-06-17 15:23:14.422884,True
421,580.28948,2024-06-17 15:23:14.422884,True
422,622.11775,2024-06-17 15:23:14.422884,True
423,653.58292,2024-06-17 15:23:14.422884,True
424,516.17570,2024-06-17 15:23:14.422884,True
425,690.45257,2024-06-17 15:23:14.422884,True
426,423.66447,2024-06-17 15:23:14.422884,True
427,469.67679,2024-06-17 15:23:14.422884,True
428,575.49030,2024-06-17 15:23:14.422884,True
429,592.37136,2024-06-17 15:23:14.422884,True
430,646.87189,2024-06-17 15:23:14.422884,True
431,528.43907,2024-06-17 15:23:14.422884,True
432,493.13443,2024-06-17 15:23:14.422884,True
433,668.31536,2024-06-17 15:23:14.422884,True
434,554.01314,2024-06-17 15:23:14.422884,True
435,594.68288,2024-06-17 15:23:14.422884,True
436,625.07615,2024-06-17 15:23:14.422884,True
437,640.45042,2024-06-17 15:23:14.422884,True
438,568.77827,2024-06-17 15:23:14.422884,True
439,582.22786,2024-06-17 15:23:14.422884,True
440,525.80684,2024-06-17 15:23:14.422884,True
441,610.78975,2024-06-17 15:23:14.422884,True
442,512.71987,2024-06-17 15:23:14.422884,True
443,636.46536,2024-06-17 15:23:14.422884,True
444,496.54970,2024-06-17 15:23:14.422884,True
445,568.65418,2024-06-17 15:23:14.422884,True
446,652.53916,2024-06-17 15:23:14.422884,True
447,548.99763,2024-06-17 15:23:14.422884,True
448,553.62082,2024-06-17 15:23:14.422884,True
449,643.97836,2024-06-17 15:23:14.422884,True
450,687.50821,2024-06-17 15:23:14.422884,True
451,619.64527,2024-06-17 15:23:14.422884,True
452,378.05697,2024-06-17 15:23:14.422884,True
453,452.58132,2024-06-17 15:23:14.422884,True
454,641.09679,2024-06-17 15:23:14.422884,True
455,548.71295,2024-06-17 15:23:14.422884,True
456,558.19066,2024-06-17 15:23:14.422884,True
457,622.84501,2024-06-17 15:23:14.422884,True
458,458.23461,2024-06-17 15:23:14.422884,True
459,272.06504,2024-06-17 15:23:14.422884,True
460,638.97575,2024-06-17 15:23:14.422884,True
461,669.15161,2024-06-17 15:23:14.422884,True
462,384.76102,2024-06-17 15:23:14.422884,True
463,606.65396,2024-06-17 15:23:14.422884,True
464,588.46856,2024-06-17 15:23:14.422884,True
465,502.79653,2024-06-17 15:23:14.422884,True
466,589.70065,2024-06-17 15:23:14.422884,True
467,291.70573,2024-06-17 15:23:14.422884,True
468,542.36141,2024-06-17 15:23:14.422884,True
469,411.07824,2024-06-17 15:23:14.422884,True
470,600.10626,2024-06-17 15:23:14.422884,True
471,660.40966,2024-06-17 15:23:14.422884,True
472,234.33630,2024-06-17 15:23:14.422884,True
473,568.85120,2024-06-17 15:23:14.422884,True
474,514.68100,2024-06-17 15:23:14.422884,True
475,620.47175,2024-06-17 15:23:14.422884,True
476,530.08245,2024-06-17 15:23:14.422884,True
477,614.52103,2024-06-17 15:23:14.422884,True
478,503.08748,2024-06-17 15:23:14.422884,True
479,486.07586,2024-06-17 15:23:14.422884,True
480,491.55403,2024-06-17 15:23:14.422884,True
481,470.53934,2024-06-17 15:23:14.422884,True
482,503.09258,2024-06-17 15:23:14.422884,True
483,550.74393,2024-06-17 15:23:14.422884,True
484,567.01635,2024-06-17 15:23:14.422884,True
485,609.94080,2024-06-17 15:23:14.422884,True
486,545.73157,2024-06-17 15:23:14.422884,True
487,589.16272,2024-06-17 15:23:14.422884,True
488,512.03361,2024-06-17 15:23:14.422884,True
489,54.47412,2024-06-17 15:23:14.422884,True
490,602.19294,2024-06-17 15:23:14.422884,True
491,648.22933,2024-06-17 15:23:14.422884,True
492,574.17532,2024-06-17 15:23:14.422884,True
493,627.61905,2024-06-17 15:23:14.422884,True
494,679.37148,2024-06-17 15:23:14.422884,True
495,410.11323,2024-06-17 15:23:14.422884,True
496,609.37009,2024-06-17 15:23:14.422884,True
497,649.79158,2024-06-17 15:23:14.422884,True
498,351.19063,2024-06-17 15:23:14.422884,True
499,621.98919,2024-06-17 15:23:14.422884,True
500,456.36709,2024-06-17 15:23:14.422884,True
501,513.45838,2024-06-17 15:23:14.422884,True
502,573.45417,2024-06-17 15:23:14.422884,True
503,502.84471,2024-06-17 15:23:14.422884,True
504,611.94753,2024-06-17 15:23:14.422884,True
505,358.14359,2024-06-17 15:23:14.422884,True
506,555.43997,2024-06-17 15:23:14.422884,True
507,678.07315,2024-06-17 15:23:14.422884,True
508,366.27783,2024-06-17 15:23:14.422884,True
509,613.26469,2024-06-17 15:23:14.422884,True
510,622.66324,2024-06-17 15:23:14.422884,True
511,522.53481,2024-06-17 15:23:14.422884,True
512,389.54625,2024-06-17 15:23:14.422884,True
513,490.60788,2024-06-17 15:23:14.422884,True
514,547.05251,2024-06-17 15:23:14.422884,True
515,504.88937,2024-06-17 15:23:14.422884,True
516,528.49433,2024-06-17 15:23:14.422884,True
517,388.72112,2024-06-17 15:23:14.422884,True
518,607.79301,2024-06-17 15:23:14.422884,True
519,620.55399,2024-06-17 15:23:14.422884,True
520,383.82069,2024-06-17 15:23:14.422884,True
521,645.20396,2024-06-17 15:23:14.422884,True
522,527.55163,2024-06-17 15:23:14.422884,True
523,533.09188,2024-06-17 15:23:14.422884,True
524,493.70383,2024-06-17 15:23:14.422884,True
525,506.12771,2024-06-17 15:23:14.422884,True
526,171.88226,2024-06-17 15:23:14.422884,True
527,457.91502,2024-06-17 15:23:14.422884,True
528,604.22302,2024-06-17 15:23:14.422884,True
529,352.14401,2024-06-17 15:23:14.422884,True
530,284.77769,2024-06-17 15:23:14.422884,True
531,418.41370,2024-06-17 15:23:14.422884,True
532,84.35750,2024-06-17 15:23:14.422884,True
533,339.65173,2024-06-17 15:23:14.422884,True
534,309.26637,2024-06-17 15:23:14.422884,True
535,586.73948,2024-06-17 15:23:14.422884,True
536,480.11786,2024-06-17 15:23:14.422884,True
537,580.68931,2024-06-17 15:23:14.422884,True
538,531.61555,2024-06-17 15:23:14.422884,True
539,560.38915,2024-06-17 15:23:14.422884,True
540,627.51069,2024-06-17 15:23:14.422884,True
541,543.49524,2024-06-17 15:23:14.422884,True
542,321.85798,2024-06-17 15:23:14.422884,True
543,253.73256,2024-06-17 15:23:14.422884,True
544,333.33511,2024-06-17 15:23:14.422884,True
545,601.94890,2024-06-17 15:23:14.422884,True
546,311.08896,2024-06-17 15:23:14.422884,True
547,577.34212,2024-06-17 15:23:14.422884,True
548,340.93311,2024-06-17 15:23:14.422884,True
549,465.27978,2024-06-17 15:23:14.422884,True
550,567.19332,2024-06-17 15:23:14.422884,True
551,506.45086,2024-06-17 15:23:14.422884,True
